,loc_name,loc_rating,total_rating,latitude,longitude,query
2492,Al Chemist Pharmacy,3.8,5.0,31.5182016,74.2920538,'pharmacy'
2493,Meezab Group,4.5,122.0,31.5618915,74.3370785,'travel agency'
2494,Sally town mosque,5.0,4.0,31.5552403,74.4102855,'mosque'
2495,Akhtar & Sons Sweets، Bakers & Super Store,,,31.3168828,74.3857834,'bakery'
2496,mobile shop,3.0,2.0,31.4200351,73.0509493,'rv park'
2497,Yaaro Ka Club,5.0,1.0,31.7215481,73.3812157,'night club'
2498,Blush On Beauty Saloon.,4.2,21.0,31.546254,74.2840922,'beauty salon'
2499,Govt High School Halloki Lahore,4.7,20.0,31.3699936,74.289539,'secondary school'
2500,IQBAL CENTER,4.0,90.0,31.5140222,74.2668111,'shopping mall'
2501,Fire Brigade Station Raikot,5.0,1.0,30.6500815,75.6007588,'fire station'
2502,AHMAD MODEL HIGH SCHOOL,,,31.5177593,74.1473151,'school'
2503,GETFIT CLUB,4.6,67.0,31.4741155,74.3761794,'gym'
2504,Pakeeza Dry Cleaners,5.0,6.0,31.6239025,74.2972484,'laundry'
2505,GPO,4.2,248.0,31.5661479,74.3130677,'post office'
2506,Jamia Masjid Noor-ul-Madina Sharif,5.0,11.0,31.6177252,74.2837741,'mosque'
2507,Rana’s forest and mini picnic point,,,31.8104036,74.3057624,'campground'
2508,The Jewels Gallery,5.0,6.0,31.4967563,74.4139541,'jewelry store'
2509,STARS HIGH SCHOOL / ACADEMY,5.0,2.0,31.5186089,74.2650415,'school'
2510,Lades park,,,31.4756138,74.2692083,'park'
2511,wajahat electricle work,,,31.5233696,74.3455048,'electrician'
2512,Ibrahim general store goashia chowk,5.0,2.0,31.5930061,74.3751765,'supermarket'
2513,Cornerstone School,3.7,29.0,31.3925712,74.1742117,'school'
2514,GBP School Atto Asil,5.0,2.0,31.3095018,74.4054115,'school'
2515,Decent dry cleaners ڈلیسنٹ ڈرالی کلینرز.,,,31.5590332,74.4109932,'laundry'
2516,Noor Super Store,4.2,41.0,31.4710036,74.3144281,'store'
2517,Uzma's Beauty Salon,4.0,70.0,30.3593034,69.3480716,'beauty salon'
2518,Park,4.7,3.0,31.3630998,74.1870699,'park'
2519,Garlic 'N Ginger Kitchen,4.1,15.0,31.4207022,74.2609714,'meal delivery'
2520,Sharif Video & Mobile,4.0,2.0,32.3335326,74.352353,'movie rental'
2521,Sabir Super Store,4.5,557.0,31.5666499,74.4166047,'store'
2522,Rehmat Haveli,3.8,52.0,31.6109507,74.2517625,'city hall'
2523,Lawyers Inn,4.8,25.0,31.5602526,74.3044448,'lawyer'
2524,Faizan Super Store,4.0,60.0,31.456562,74.3211288,'store'
2525,Gillani Physio & Medical Center,5.0,13.0,31.4700625,74.3167879,'physiotherapist'
2526,Rizwan Books & Stationers,4.3,4.0,31.5603038,74.2844678,'book store'
2527,Kissan Dost Cold Storage,,,31.4561907,74.0765318,'storage'
2528,Hoest Mosque Sundar Industrial Estate,5.0,1.0,31.2877897,74.1763727,'mosque'
2529,Tyre Centre,,,31.5194566,74.1430956,'car repair'
2530,Physio Rehab,5.0,31.0,31.4397858,74.273874,'physiotherapist'
2531,Qadriya Fazila Shifa Khana,5.0,4.0,31.5367585,74.2698749,'doctor'
2532,Moona Store,4.0,48.0,31.4802913,74.254806,'liquor store'
2533,Provincial Health Development Centre,3.0,3.0,31.54694,74.3233608,'local government office'
2534,Dancing Fountain Lake City,5.0,4.0,31.3531144,74.2533886,'zoo'
2535,FOOD DIARIES (Live Kitchen),4.0,53.0,31.4662319,74.1029218,'restaurant'
2536,The Family Shop,2.0,1.0,31.4055222,74.3623855,'shopping mall'
2537,Al Makka Cold Drink,,,31.2942894,74.067304,'furniture store'
2538,Faysal Bank,3.3,9.0,31.4618011,74.2844988,'bank'
2539,Zahid Electric store Srihari Road mustafabad,5.0,3.0,31.2592238,74.4194063,'electronics store'
2540,Khurram Photo Studio,4.3,3.0,31.5288413,74.5434644,'movie theater'
2541,Post Office Nabi Pura,,,31.5658207,74.3908539,'post office'
2542,Model Town Park,4.6,17134.0,31.4845254,74.3263195,'zoo'
2543,Dr khan clinic,4.4,12.0,31.5304236,74.3094765,'doctor'
2544,CC Block Park,4.5,50.0,31.3734757,74.1806642,'park'
2545,Malik bilal karyana store,,,31.2601449,74.238517,'store'
2546,Matrimonial marriage services Al Khair Lahore,,,31.4088629,74.2766537,'local government office'
2547,Sheikh Pets Clinic,5.0,3.0,31.4763483,74.2712311,'veterinary care'
2548,AM Travel & Tours,5.0,9.0,31.5315142,74.3526771,'travel agency'
2549,Sheikh Iron & Hardware Store,,,31.3591203,74.3700285,'hardware store'
2550,Government Girls High School,1.0,1.0,31.2944699,74.5156047,'secondary school'
2551,Ilyas Medical & General Store,,,31.2950155,74.0669513,'drugstore'
2552,Remedi Pharmacy,5.0,1.0,31.5339377,74.304271,'drugstore'
2553,Baysar Mining Enterprises,,,31.4101262,74.1623307,'storage'
2554,Rustam super store,,,31.2713504,74.4122929,'supermarket'
2555,Prachin shri shivala mandir,4.9,63.0,30.9633966,74.6158365,'hindu temple'
2556,UIC-167,5.0,1.0,31.569889,74.3310181,'insurance agency'
2557,Kamboh Electric Store,5.0,1.0,31.5568461,74.3898782,'electronics store'
2558,TANDOORI CUISINE,4.3,25.0,31.5247614,74.358903,'meal takeaway'
2559,Esquire Video,4.3,4.0,31.5544673,74.2971314,'movie rental'
2560,Government Model Primary School Chk 6,,,31.2510612,74.1519055,'school'
2561,The Turf,4.0,139.0,31.454073,74.282281,'stadium'
2562,Dr. Faria Riaz - Physiotherapist,,,31.5537271,74.3621608,'physiotherapist'
2563,Freezeland Distribution,,,31.6005868,74.2367719,'storage'
2564,KHADAM GENERAL STORE,,,31.407326,74.3638617,'store'
2565,Petco.pk,4.2,35.0,31.4880499,74.3259231,'pet store'
2566,Royal Cash & Carry Lahore,,,31.3971394,74.3140212,'supermarket'
2567,Yumxy ® Every Bite Matters...,4.5,70.0,31.529151,74.3180057,'meal takeaway'
2568,Masjid Wazir Khan,4.8,9202.0,31.5832802,74.3236145,'tourist attraction'
2569,Touqeer Wild Life Park,5.0,3.0,31.5283848,74.3698611,'zoo'
2570,Shoaib Dental,,,31.3940073,74.1723519,'dentist'
2571,Jamil electronics 3 star mobile centre,4.4,7.0,31.4614019,74.0982669,'electronics store'
2572,Pharmacy By nafees,5.0,1.0,31.5199429,74.2709021,'pharmacy'
2573,FCCU Student Parking,5.0,1.0,31.5214752,74.3305956,'parking'
2574,FAROOQ FILLING STATION- Total Petrol Station,3.8,102.0,31.6101675,74.2493977,'gas station'
2575,Huma block old park,4.2,34.0,31.5223946,74.2847312,'park'
2576,Mian Fried chicken (MFC),4.6,9.0,31.3071105,74.0498438,'restaurant'
2577,Mosque Mortazaya جامع مسجد مرتضی,,,31.457837,74.2060553,'mosque'
2578,ABC PACKERS AND MOVERS,5.0,3.0,31.4867915,74.3432706,'moving company'
2579,E store,4.1,7.0,31.253396,74.21569,'home goods store'
2580,Mahir Company (Mr Mahir),3.5,405.0,31.4662221,74.258344,'painter'
2581,"Police Station ""B"" Division",4.3,4.0,31.7135842,73.9731888,'police'
2582,Payless Outlet,4.0,303.0,31.6305721,74.2161459,'shoe store'
2583,Umar store,5.0,1.0,31.4350723,74.4235362,'store'
2584,Hussain Jewellers,5.0,7.0,31.5199954,74.2920366,'jewelry store'
2585,Jamia Masjid Mian Muhammad Fazil,4.9,453.0,31.4565507,74.2265649,'mosque'
2586,Pia,5.0,1.0,31.463636,74.2195096,'campground'
2587,Al rehman Electric,5.0,1.0,31.4066789,74.3514159,'electrician'
2588,Quaid e Azam stadium,5.0,1.0,31.5806081,74.3558092,'stadium'
2589,Rehmat Law Associates,4.0,2.0,31.5627516,74.3141586,'lawyer'
2590,Department of Law,4.5,2.0,31.4476294,74.4150668,'university'
2591,Al Rafay Rent A Car,5.0,9.0,31.4724111,74.2636496,'movie rental'
2592,Masjid Fatima Tuz-Zahra,4.5,48.0,31.512291,74.2680807,'mosque'
2593,St.Matthew's Central Church,4.0,2.0,31.2484147,74.1332212,'church'
2594,Champion Snooker Club,4.8,8.0,31.5810961,74.3440806,'night club'
2595,Services Golf Club,4.4,260.0,31.54007,74.39789,'night club'
2596,Total,4.2,57.0,31.5588478,74.3262997,'gas station'
2597,Bhera taxi stand,,,32.4760617,72.912655,'taxi stand'
2598,Tomb of Quaid Replica,4.0,1.0,31.3880739,74.1683884,'tourist attraction'
2599,Kals house lake city,,,31.3480943,74.2670887,'city hall'
2600,worthytags,5.0,6.0,30.3593034,69.3480716,'zoo'
2601,Office Chief Engineer Secretary WAPDA Town,2.5,4.0,31.4340872,74.2670792,'local government office'
2602,Furniture Market Jasmine Interior,,,31.4360881,74.2907319,'furniture store'
2603,Punjab Local Government & Community Development Department,4.5,19.0,31.5681829,74.3045048,'local government office'
2604,Ab garments,,,31.2480475,74.2173199,'clothing store'
2605,Awan Pharmacy (Main Branch),3.8,4.0,31.4331989,74.3089847,'pharmacy'
2606,FINCA Microfinance Bank-Sharaqpur,2.7,3.0,31.4663424,74.0992504,'bank'
2607,Taxi stand,,,30.4206696,75.3804597,'taxi stand'
2608,Sachyari Shopping Center lajpat road,4.0,349.0,31.6273864,74.2874754,'shopping mall'
2609,786 PARK,4.1,28.0,31.559344,74.4039691,'park'
2610,Tayyab Grocery Store,4.2,6.0,31.576079,74.4261821,'supermarket'
2611,Park lane,3.0,1.0,31.503822,74.3318167,'parking'
2612,M. Nadeem,5.0,1.0,31.3839784,74.1492289,'shoe store'
2613,Coral Beauty Emporium,4.6,155.0,31.3755017,74.1736347,'hair care'
2614,Ghousia University,4.3,12.0,31.52435,74.34478,'university'
2615,Sayban Group Warehousing Project,,,31.3560423,74.1338243,'storage'
2616,MCB Bank - Garhi Shahu,3.3,24.0,31.5610153,74.3490656,'bank'
2617,Shan Hair Salon,4.2,44.0,31.4691741,74.2690037,'hair care'
2618,Soneri Bank,,,31.2622273,74.224706,'bank'
2619,MAKSAA PHARMACY,,,31.3024183,74.0777932,'pharmacy'
2620,Shumaila’s Beauty London - Lahore Branch,4.6,657.0,31.5184005,74.3495366,'hair care'
2621,Baou Cycle Store,5.0,4.0,31.2261627,74.6148832,'bicycle store'
2622,jamia masjid Asna Asheri,4.7,24.0,31.2497141,74.2162583,'mosque'
2623,Soldier Park,4.5,99.0,31.5304424,74.3749547,'park'
2624,Walton Heliport,5.0,1.0,31.4897994,74.3488006,'airport'
2625,MAHAZ MOBILE,,,32.5907136,74.0718702,'rv park'
2626,Cheema Filling Station,4.2,6.0,31.5432898,74.0841339,'gas station'
2627,Govt. High School,,,31.2460308,74.0152495,'secondary school'
2628,CARE HIGH SCHOOL 2,,,31.6608509,74.1283228,'secondary school'
2629,Athar Mall & Residencies,,,31.3132726,74.2263278,'shopping mall'
2630,District Court,3.7,18.0,31.1140658,74.4681327,'courthouse'
2631,IB Books & Gift Shop,3.8,69.0,31.4455325,74.2039819,'book store'
2632,Nishat Linen,4.3,109.0,31.5114524,74.2999393,'clothing store'
2633,Usman Super Store,5.0,1.0,31.6283105,74.2687469,'shoe store'
2634,Al khaki aluminium,,,31.4286897,74.3390484,'storage'
2635,Rent a Car Lahore DHA,4.6,10.0,31.4818416,74.3963748,'car rental'
2636,JNAZGAH,4.2,21.0,31.6174004,74.2857581,'zoo'
2637,Tariq Store,3.6,5.0,31.5182661,74.2596535,'home goods store'
2638,auto worshop,5.0,1.0,31.2466342,74.006075,'car repair'
2639,Dare Arqam School,5.0,1.0,31.4087976,74.1464473,'school'
2640,Pak Movers & Packers,4.7,77.0,31.4713107,74.3079377,'moving company'
2641,Pay4Drive,4.4,27.0,31.422596,74.261165,'car rental'
2642,Tj collection,,,31.3672594,74.1870531,'jewelry store'
2643,Ahsan drycleaners,,,31.5138642,74.256346,'laundry'
2644,Lion Cage شیر کا پنجرا,4.0,2.0,31.3545966,74.2376301,'zoo'
2645,Tufail Sons Workshop,,,31.3014046,74.0717262,'furniture store'
2646,Waqas Public School,4.4,7.0,31.4254167,74.3737787,'school'
2647,Abdullah pharmacy,5.0,5.0,31.4434965,74.2913026,'drugstore'
2648,UCS Shoe Store,5.0,3.0,31.4499385,74.3523294,'shoe store'
2649,Qadri mugal auto,,,31.5124422,74.2846943,'car repair'
2650,Jamia Mosque Mirag Shah Naqashband,,,31.5634147,74.2842427,'mosque'
2651,Tehzeeb-ul-Atfal High School,4.1,9.0,31.5261983,74.2803669,'secondary school'
2652,Crescent Car Company,4.3,43.0,31.5420694,74.3186028,'car dealer'
2653,Madina plaza,5.0,3.0,31.5740798,74.2860382,'storage'
2654,Bareeze - Model Town Link Road,5.0,2.0,31.4694372,74.3184196,'clothing store'
2655,City District Government Boys Primary School,4.0,1.0,31.4794002,74.2954543,'primary school'
2656,Revive Spine & Pain Relief PT Clinic,5.0,11.0,31.4498334,74.269379,'physiotherapist'
2657,Jāmi' Masjid Nūrani,4.5,20.0,31.5576421,74.4094935,'mosque'
2658,Kishan painter,5.0,13.0,30.8227296,75.1825264,'painter'
2659,Gill Painter,,,31.8557436,74.9521627,'painter'
2660,Govt Boys High School,4.0,1.0,31.2485227,74.4216709,'secondary school'
2661,Ranjha Electronics & Electric workshop,5.0,1.0,31.3282444,74.2925998,'electronics store'
2662,Power Muscle Gym,4.3,24.0,31.3746734,74.3645869,'gym'
2663,Boots Shoes (Sale Shop),4.0,1.0,31.5159977,74.3428657,'shoe store'
2664,NU Enterprises,,,31.4250916,74.2297966,'storage'
2665,UMT Student Car Parking,3.8,333.0,31.4524351,74.291921,'parking'
2666,Better Idea Travels,5.0,33.0,31.4993181,74.3217325,'travel agency'
2667,Church,5.0,1.0,31.2693176,74.2465369,'church'
2668,ONETEN Solutions PK,,,31.3024183,74.0777932,'accounting'
2669,Kamil Plastic Burton and Crockery Store,5.0,1.0,31.3511208,74.3743914,'home goods store'
2670,Shah Jamal Beef Shop,4.4,36.0,31.5285871,74.3269263,'liquor store'
2671,Bukhari Park,,,31.5203696,74.3587473,'park'
2672,Habib Traders Rice Dealer,,,31.4505396,74.068909,'supermarket'
2673,FIDA-E-HARAM TRAVEL & TOURS,4.9,13.0,31.3777299,74.1853578,'travel agency'
2674,The Knowledge School Shalamar Campus,4.7,12.0,31.5756875,74.3773125,'school'
2675,Muhammad Abu Bakar,,,31.3979829,74.2589438,'doctor'
2676,Al-Kausar Jewellers,4.7,3.0,31.5624582,74.2863177,'jewelry store'
2677,Gulshan park house,,,31.495539,74.2570514,'zoo'
2678,Parking,,,31.5337294,74.3636998,'parking'
2679,Prime Art Gallery,4.3,6.0,31.5241626,74.3453746,'art gallery'
2680,Masjid,5.0,1.0,31.5759782,74.295606,'mosque'
2681,Baba Chanan Dayal Ji,4.8,18.0,31.7165642,74.5380156,'hindu temple'
2682,Bismillah Parking Lot,,,31.554669,74.2974482,'parking'
2683,Rizwan Mall,4.2,36.0,31.3714413,74.3653725,'shopping mall'
2684,Nishat Mills Accounts Department,4.5,11.0,31.4021789,74.4105194,'local government office'
2685,Home Decorative,5.0,5.0,31.4935947,74.4174485,'home goods store'
2686,Family Park,,,31.4901692,74.2489079,'parking'
2687,Doctor Tariq Aziz bhatti,,,31.5304215,74.3608516,'doctor'
2688,Leads School System EME Campus,5.0,1.0,31.43492,74.2153995,'school'
2689,Fresh Mart.... its your own store.,4.1,96.0,31.3999047,74.2854757,'supermarket'
2690,Zain Super Store,5.0,3.0,31.3452047,74.372727,'supermarket'
2691,Green International University,4.4,67.0,31.3976924,74.2296372,'university'
2692,Plants Nursery,,,31.3676471,74.1840483,'florist'
2693,Union Council 99 Office,4.2,5.0,31.4946954,74.3375623,'local government office'
2694,Govt. Naumania Primary School,5.0,1.0,31.5478644,74.2658508,'primary school'
2695,Shell Select,,,31.5630058,74.3358692,'convenience store'
2696,Hanuman Temple - Ultra,,,31.6280875,74.8705048,'hindu temple'
2697,Relax Spa,4.5,8.0,31.5595538,74.3139379,'spa'
2698,Cakes & Bakes Head Office,4.0,431.0,31.4465861,74.2025847,'liquor store'
2699,MY Petroleum,5.0,3.0,31.3008045,74.3617656,'gas station'
2700,talib medical & general store,,,31.3708588,74.3648083,'store'
2701,Throwback Fitness,4.5,46.0,31.4384659,74.2725171,'gym'
2702,Iftikhar General Store,4.0,2.0,31.6111991,74.4121608,'store'
2703,The Muslim Public School,5.0,1.0,31.4447953,74.3485782,'school'
2704,Sehan Pour Eat Restaurant,4.3,59.0,31.3933432,74.2467035,'restaurant'
2705,Mehran elctric,3.0,4.0,31.3148328,74.2090704,'electronics store'
2706,Govt Girls Primary School,,,31.3935883,74.4095354,'primary school'
2707,Lahore Travel,4.0,13.0,31.5505262,74.30996,'travel agency'
2708,Govt Girls Primary School,5.0,1.0,31.4147555,74.1622327,'primary school'
2709,New Way Dry clean and steam Laundry,,,31.4703145,74.2942812,'laundry'
2710,Rahat Autos,4.7,3.0,31.4914298,74.3699225,'car repair'
2711,Shah Fareed Qabristan,5.0,1.0,31.5246304,74.2787057,'funeral home'
2712,Ciasto baker,4.5,33.0,31.4556564,74.280961,'bakery'
2713,MCB Mandi Faizabad,2.5,4.0,31.4149986,73.9889871,'bank'
2714,Al-Rehman Mobile Shop,4.9,28.0,31.4729694,74.3900462,'movie rental'
2715,Mobile Display,4.5,28.0,31.4835601,74.3781055,'rv park'
2716,Nangloi,3.9,492.0,28.68233,77.06481,'subway station'
2717,Bank Alfalah,3.5,27.0,31.488319,74.327349,'bank'
2718,Super dry cleaners,5.0,2.0,31.5252207,74.3407767,'laundry'
2719,Assistant commissioner office Sharaqpur sharif,,,31.4649037,74.1014082,'local government office'
2720,Hero Pan Shop,3.0,1.0,31.5275082,74.2963521,'movie theater'
2721,PetsCandy.pk,4.7,130.0,31.5422568,74.3108591,'pet store'
2722,Time Auto,4.0,19.0,31.5504417,74.2716217,'car repair'
2723,Unique High School,3.7,7.0,31.2624085,74.2186377,'secondary school'
2724,INTERNATIONAL COURIER SERVICE PROVIDER,4.9,19.0,31.5234352,74.3467881,'moving company'
2725,Lahore sightseeing bus terminal 1,4.7,63.0,31.5107379,74.3306836,'tourist attraction'
2726,National Hockey Stadium,4.5,1341.0,31.5107975,74.3349762,'stadium'
2727,AirSial Sales Office,3.9,21.0,31.4425118,74.2760957,'travel agency'
2728,Reefland,4.2,117.0,31.4656886,74.3160291,'shoe store'
2729,Tanveer Iqbal Diesel Motor Workshop,,,31.4679856,74.1007711,'car repair'
2730,Moon Cycle Store,5.0,2.0,31.5682233,74.3122108,'bicycle store'
2731,Zafar Book Centre,,,31.3730659,74.3571561,'book store'
2732,disney animated movies,4.3,4.0,31.3784558,73.0587972,'movie rental'
2733,FAZALKHUSHNOOD HOSPITAL,5.0,1.0,31.5169788,74.2745988,'hospital'
2734,Ali Nehari House and Restaurant,,,31.3771686,74.3809738,'restaurant'
2735,Bata,4.0,942.0,31.3860261,74.147218,'shoe store'
2736,Chan Shopping Center,,,31.2196168,74.253545,'shopping mall'
2737,Flex in Hair,4.5,30.0,31.4882995,74.3263233,'hair care'
2738,IFFCO SUNDAR INDUSTRIAL ESTATE,,,31.350094,74.1303859,'storage'
2739,Fine Pizza Family Restaurant,4.0,5400.0,31.4653487,74.3152081,'restaurant'
2740,Azeem Jewellers,4.0,1.0,31.4500839,74.3563226,'jewelry store'
2741,Doctor House,,,31.4632498,74.2011266,'doctor'
2742,Awan Store ♥️ Hassan Awan,5.0,4.0,31.4083661,74.4886263,'store'
2743,Shell,4.0,278.0,31.4629791,74.2861529,'gas station'
2744,CSD Mall,4.4,309.0,31.5018927,74.3740458,'shopping mall'
2745,Qadsia Mosque,4.7,444.0,31.5561805,74.3061516,'mosque'
2746,Healthcare Pharmacy,,,31.3891529,74.1766348,'pharmacy'
2747,Block F Park,4.4,87.0,31.4813706,74.3219499,'park'
2748,sharif model school,1.0,2.0,31.3391408,74.1949087,'school'
2749,USMANIA MASJID,4.8,32.0,31.54285,74.2748161,'mosque'
2750,garments market. shah alam market,,,31.5642961,74.2817183,'shopping mall'
2751,Elahi Dental Clinic,4.8,5.0,31.5533822,74.2853813,'dentist'
2752,VETERNARINARY DOCTOR,5.0,2.0,31.4555048,74.2481043,'veterinary care'
2753,Rahim Plus Pharmacy,4.3,3.0,31.4389291,74.2812242,'pharmacy'
2754,Govt Girls Elementary School,,,31.2721305,74.4606855,'primary school'
2755,Chsstiy milk shop,,,31.3870533,74.1424233,'supermarket'
2756,Shop Stop (by Zapa Mart),5.0,1.0,31.3166911,74.2151836,'supermarket'
2757,Chaplin Bakery Cafe,4.1,41.0,31.4312531,74.2148142,'cafe'
2758,MCB Bank - Gulshan Colony,3.6,14.0,31.4700261,74.3511181,'bank'
2759,Laundry and Ironing Shop,,,31.5611781,74.3009542,'laundry'
2760,7sky Dvds Shop,4.6,146.0,31.4634987,74.3069383,'movie rental'
2761,Fauji Park,4.3,4.0,31.4537897,74.3169244,'park'
2762,Liquor store,4.0,1.0,30.9600708,74.6001144,'liquor store'
2763,Bilal Park,4.0,23.0,31.5552257,74.2973981,'park'
2764,Rattoke Gudwara,4.3,8.0,31.1673,74.61149,'train station'
2765,Sikandar Sami life insurance lahore,,,31.4931285,74.2406415,'insurance agency'
2766,Workers University,5.0,2.0,31.5302542,74.3201053,'university'
2767,Arham & Yunus Law Firm,4.6,7.0,31.5617017,74.3144282,'lawyer'
2768,Ali Pharmacy and General Store,5.0,5.0,31.4623943,74.1021358,'pharmacy'
2769,Blow Fish Restaurant,4.2,3693.0,31.4931747,74.3721072,'restaurant'
2770,Physiotherapy & Rehabilitation Center Bahria International hospitals,5.0,7.0,31.3883636,74.1883953,'physiotherapist'
2771,ZEESHAN BAKERS,4.2,454.0,31.4532501,74.3216943,'bakery'
2772,Star Electronics,3.6,5.0,31.4508106,74.3527222,'electronics store'
2773,K Mart,4.1,56.0,31.3989983,74.2832281,'supermarket'
2774,Mashallah Chicken Sale Center,4.7,3.0,31.3063463,74.0508691,'supermarket'
2775,NASIR Bhatti ELECTRONICS,,,31.2396723,74.2222586,'home goods store'
2776,Mian super salinger house,5.0,1.0,31.5509284,74.2714817,'zoo'
2777,Online Cars Pakistan,5.0,6.0,31.3815283,74.2527886,'car dealer'
2778,WAHEED BIN SAEED Studios,,,31.518873,74.3446274,'movie theater'
2779,Next,4.2,113.0,31.5075581,74.354023,'clothing store'
2780,Excel Public High School,4.3,26.0,31.5652044,74.3822645,'secondary school'
2781,Fareedia General Store,4.2,5.0,31.4210187,74.3637734,'store'
2782,ABL,4.2,15.0,31.35322,74.1271,'bank'
2783,Parking stand,4.0,5.0,31.582496,74.371255,'taxi stand'
2784,GPO Raiwind ڈاکخانہ خاص رائےونڈ,3.3,26.0,31.2514231,74.2206736,'post office'
2785,Nadra eSahulat,3.7,3.0,31.4320605,74.2532169,'local government office'
2786,PHOTA Head Office,5.0,8.0,31.5396345,74.3309832,'local government office'
2787,Umair General Store,5.0,2.0,31.2565283,74.4186444,'store'
2788,Rehman Beauty Care,4.3,58.0,31.4828665,74.3940519,'beauty salon'
2789,Chan Market,,,31.3837601,74.1494751,'shopping mall'
2790,Gourmet Foods,3.8,448.0,31.5498789,74.2843673,'bakery'
2791,Bahria Fire station,,,31.3563415,74.1852443,'fire station'
2792,Mobile Delar,,,32.2634573,73.8271619,'rv park'
2793,St.Peter's Church Kot Lakhpat Lahore The Diocese of Raiwind Church Of Paksistan,4.4,22.0,31.468276,74.3354885,'church'
2794,Horev Synagogue,4.6,39.0,31.7748976,35.2151302,'synagogue'
2795,Dentist & Dentist,4.9,37.0,31.5319663,74.3503981,'dentist'
2796,Al-Mustafa telecom,,,32.2614,74.6588708,'rv park'
2797,Jinnah Foundation Elemantary school,,,31.5903696,74.381446,'primary school'
2798,,,,31.5628031,74.3126486,'spa'
2799,Divisional Director Social Welfare Lahore,3.0,1.0,31.5084651,74.3191542,'local government office'
2800,Rangeelpur Christian Graveyard,,,31.3613873,74.106037,'cemetery'
2801,The flower shop delivery,5.0,8.0,31.5197876,74.3017487,'florist'
2802,Hanuman Mandir,,,31.6276144,74.7931948,'hindu temple'
2803,Owais Auto Key,5.0,1.0,32.1161248,74.1730776,'locksmith'
2804,4 Season Dry Cleaners & Steam Laundry,5.0,1.0,31.5192028,74.3151541,'laundry'
2805,Pizza 2 Go,3.8,182.0,31.3758645,74.1706831,'meal takeaway'
2806,Awais Restaurant,5.0,1.0,31.37313,74.3570877,'restaurant'
2807,Royaat Gallery,4.8,4.0,31.5099315,74.3734054,'art gallery'
2808,Sufi sweets & Bakers,2.0,1.0,31.5409375,74.1629012,'bakery'
2809,Bashir Colony Umair Karyana Store,4.2,16.0,31.6215707,74.2693777,'store'
2810,Chirstian Graveyard,4.1,9.0,31.4210573,74.2427557,'cemetery'
2811,Faizan Electronics,4.7,22.0,31.4583535,74.3042097,'electronics store'
2812,Mubeen Khan,,,31.5203906,74.3588167,'museum'
2813,Outlet Mall,5.0,6.0,31.5635752,74.2958003,'shopping mall'
2814,CUE LOUNGE,4.3,15.0,31.5241707,74.4487492,'bar'
2815,Doctors Pets Clinic,4.8,4.0,31.7167413,73.9812201,'veterinary care'
2816,ATM - Soneri Bank Ltd,4.5,2.0,31.5359381,74.3592886,'atm'
2817,St Mark Church Satu Katla,,,31.4274972,74.2764064,'church'
2818,Poola General Store,,,31.5545326,74.2853534,'home goods store'
2819,Dr Subhan Faisal Hospital,,,31.4759491,74.3045016,'hospital'
2820,Oak and Stone Creative,,,31.4269325,74.2316179,'painter'
2821,J3 Park Main,3.0,1.0,31.4237821,74.258881,'park'
2822,SMC Departmental Store,3.4,16.0,31.3342997,74.198127,'store'
2823,Hamza Super Store,4.1,126.0,31.5742133,74.4188436,'store'
2824,Haaza sirat e Mustaqeem Travel Agency,5.0,4.0,31.4469083,74.2967942,'travel agency'
2825,Masjid (Mosque),5.0,1.0,31.3835832,74.3690518,'mosque'
2826,asia oil change and car wash service,4.0,4.0,31.4843004,74.3641042,'car wash'
2827,Cheryl's Company (Head Office),4.9,127.0,31.4773895,74.3881379,'beauty salon'
2828,Harmain street,,,31.5114861,74.249483,'rv park'
2829,Parking Place,5.0,1.0,31.4824268,74.3941532,'parking'
2830,Miran mobile hole sale dealer,,,31.4686356,74.1025236,'electronics store'
2831,SA Dry Clraning & Steam Laundry,5.0,1.0,31.5249079,74.3445605,'laundry'
2832,Online clothng shopping Store,,,31.4325404,74.3642809,'clothing store'
2833,پنجاب الیکٹرونکس,,,31.4681046,74.1039506,'electronics store'
2834,FG Fitness Club,4.8,17.0,31.2939205,74.403099,'gym'
2835,Bajwa sweet and baker,,,31.3026317,74.2222122,'supermarket'
2836,Naeem Caters & Party Decorators,4.0,2.0,31.6200997,74.2895385,'painter'
2837,MA Ariavry,,,31.3161367,74.0897159,'pet store'
2838,Shani Travel Car Parking,5.0,3.0,31.5001089,74.3210312,'parking'
2839,Habitt,4.1,709.0,31.5134691,74.3488501,'home goods store'
2840,GURU NANAK TAXI STAND,,,31.342669,75.6075371,'taxi stand'
2841,Times Consultant - Faisal Town Lahore,3.9,25.0,31.4688761,74.3073726,'embassy'
2842,Faizi Private Wildlife Breeding Farm,4.6,20.0,31.3661533,74.440055,'zoo'
2843,Euro Express,4.4,185.0,31.5045521,74.3488027,'gas station'
2844,Qila Masjid,4.8,11.0,31.5006912,74.0924584,'mosque'
2845,Spicy Chilli Restaurant,4.0,4.0,31.2574132,74.2258892,'restaurant'
2846,WEARS THE SHOES,4.0,4.0,31.5117954,74.2643917,'shoe store'
2847,Al-Hafiz Dry Cleaners,,,31.5150453,74.2937111,'laundry'
2848,Number 1 store,5.0,1.0,31.4447334,74.2714844,'department store'
2849,Nadeem Shahanvi Electrical And Electronic Care Centre,4.8,17.0,31.4290189,74.2918207,'electrician'
